participant;language;gender;age;trial;voice;left;right;choice;choiceName;RT
ARF9;Afrikaans;male;20;1;low;high;small;left;high;0.9699593707919121
ARF9;Afrikaans;male;20;2;high;high;small;right;small;0.6050429288297892
ARF9;Afrikaans;male;20;3;low;low;big;right;big;0.5113637214526534
ARF9;Afrikaans;male;20;4;low;low;big;right;big;0.38616364262998104
ARF9;Afrikaans;male;20;5;high;low;big;left;low;0.5151326162740588
ARF9;Afrikaans;male;20;6;high;small;big;left;small;0.6126801902428269
ARF9;Afrikaans;male;20;7;high;high;small;right;small;0.4541588695719838
ARF9;Afrikaans;male;20;8;high;small;big;left;small;0.42135867290198803
ARF9;Afrikaans;male;20;9;low;low;high;left;low;0.8975490741431713
ARF9;Afrikaans;male;20;10;low;low;big;right;big;0.4623191487044096
ARF9;Afrikaans;male;20;11;high;small;big;left;small;0.584104803390801
ARF9;Afrikaans;male;20;12;low;high;small;left;high;0.47870839200913906
ARF9;Afrikaans;male;20;13;low;low;high;left;low;0.550032782368362
ARF9;Afrikaans;male;20;14;high;high;small;right;small;0.5676535870879889
ARF9;Afrikaans;male;20;15;high;high;small;right;small;0.3983363648876548
ARF9;Afrikaans;male;20;16;low;low;big;left;low;0.3691562497988343
ARF9;Afrikaans;male;20;17;high;low;big;right;big;0.4406941905617714
ARF9;Afrikaans;male;20;18;low;small;big;right;big;0.7569007910788059
ARF9;Afrikaans;male;20;19;low;low;high;left;low;0.565129280090332
ARF9;Afrikaans;male;20;20;low;low;big;right;big;0.36628536973148584
ARF9;Afrikaans;male;20;21;high;small;big;left;small;0.42500441055744886
ARF9;Afrikaans;male;20;22;high;low;high;right;high;0.6592430863529444
ARF9;Afrikaans;male;20;23;high;low;big;left;low;0.3602787433192134
ARF9;Afrikaans;male;20;24;low;low;high;left;low;0.5797268375754356
ARF9;Afrikaans;male;20;25;low;high;small;left;high;0.44984603580087423
ARF9;Afrikaans;male;20;26;high;small;big;right;big;0.380270698107779
ARF9;Afrikaans;male;20;27;high;small;big;left;small;0.5056547224521637
ARF9;Afrikaans;male;20;28;high;small;big;left;small;0.4234254863113165
ARF9;Afrikaans;male;20;29;high;small;big;left;small;0.5124725215137005
ARF9;Afrikaans;male;20;30;low;high;small;right;small;0.7298439349979162
ARF9;Afrikaans;male;20;31;low;low;high;left;low;0.6832976164296269
ARF9;Afrikaans;male;20;32;low;small;big;right;big;0.6082560420036316
ARF9;Afrikaans;male;20;33;high;low;big;left;low;0.6648502452298999
ARF9;Afrikaans;male;20;34;high;low;high;right;high;0.6860713930800557
ARF9;Afrikaans;male;20;35;low;low;high;right;high;0.7726355697959661
ARF9;Afrikaans;male;20;36;low;high;small;left;high;0.8638575747609138
ARF9;Afrikaans;male;20;37;high;low;big;left;low;0.6026117792353034
ARF9;Afrikaans;male;20;38;high;low;high;right;high;0.6609968775883317
ARF9;Afrikaans;male;20;39;low;low;high;left;low;0.5266192965209484
ARF9;Afrikaans;male;20;40;low;high;small;left;high;0.6071472419425845
